,id,age,workclass,fnlwgt,education,education-num
7303,4418,31,Private,183778,Bachelors,13
17484,4419,38,Private,91857,Some-college,10
18096,4420,22,Local-gov,244408,Some-college,10
4793,4421,58,Private,188982,HS-grad,9
10381,4422,38,Private,212245,Some-college,10
20342,4423,39,Private,409189,5th-6th,3
16989,4424,50,Private,104501,Masters,14
3922,4425,22,Private,73203,HS-grad,9
9251,4426,52,Private,46788,Bachelors,13
25960,4427,27,Private,159897,HS-grad,9
14476,4428,45,State-gov,213646,Bachelors,13
4279,4429,46,Private,215943,HS-grad,9
13709,4430,60,Private,33266,HS-grad,9
10862,4431,49,Local-gov,226871,HS-grad,9
3241,4432,41,Private,223062,Some-college,10
20820,4433,34,Local-gov,213722,HS-grad,9
31170,4434,55,Private,266343,HS-grad,9
27266,4435,46,Private,192835,Some-college,10
27794,4436,19,Private,225775,Some-college,10
20040,4437,26,Private,258768,Some-college,10
6530,4438,40,Private,321758,HS-grad,9
10660,4439,52,Federal-gov,43705,Some-college,10
6053,4440,22,Private,203240,10th,6
28010,4441,28,Private,287268,Some-college,10
5919,4442,57,Private,365683,HS-grad,9
19219,4443,37,Private,109133,Assoc-acdm,12
4218,4444,24,Private,280134,10th,6
5266,4445,23,Self-emp-not-inc,191283,HS-grad,9
15020,4446,58,Private,310085,5th-6th,3
28302,4447,50,Private,301583,HS-grad,9
11669,4448,35,Private,246449,HS-grad,9
3000,4449,31,Private,259931,7th-8th,4
16787,4450,17,Private,277112,11th,7
4183,4451,23,Private,182342,HS-grad,9
9319,4452,40,Private,144594,HS-grad,9
1571,4453,44,Private,216907,Assoc-acdm,12
7508,4454,42,Private,211860,HS-grad,9
12206,4455,49,Self-emp-not-inc,199590,HS-grad,9
7643,4456,65,Self-emp-not-inc,111483,Some-college,10
29368,4457,49,Federal-gov,233059,Assoc-voc,11
18194,4458,59,,556688,9th,5
26692,4459,22,Private,230704,Assoc-acdm,12
11156,4460,25,Private,40512,Bachelors,13
16244,4461,29,Private,206250,HS-grad,9
26499,4462,49,Private,62793,HS-grad,9
4296,4463,41,Private,266510,HS-grad,9
18031,4464,44,Private,172475,HS-grad,9
14166,4465,55,Private,23789,HS-grad,9
18583,4466,26,Private,258550,Bachelors,13
26069,4467,40,Private,284303,Some-college,10
31729,4468,34,Private,384150,Bachelors,13
26263,4469,38,Private,32897,11th,7
16016,4470,32,Private,164507,HS-grad,9
32466,4471,37,Private,121521,Prof-school,15
32130,4472,38,Self-emp-not-inc,109133,Masters,14
9850,4473,28,Private,107389,HS-grad,9
26974,4474,48,Private,128460,HS-grad,9
7277,4475,37,Local-gov,108540,HS-grad,9
1953,4476,21,Private,165475,HS-grad,9
25325,4477,18,Private,54440,Some-college,10
14324,4478,24,Private,390348,HS-grad,9
13192,4479,34,Private,203051,Bachelors,13
8669,4480,50,Private,24013,Some-college,10
5096,4481,65,Local-gov,323006,HS-grad,9
6014,4482,22,Private,505980,HS-grad,9
3525,4483,31,Private,42485,HS-grad,9
9609,4484,38,Private,22042,Assoc-voc,11
7531,4485,36,Private,210945,Bachelors,13
12482,4486,34,Private,299507,Assoc-voc,11
28206,4487,32,,377017,Assoc-acdm,12
9915,4488,29,Private,122000,Some-college,10
12975,4489,90,Private,250832,10th,6
10097,4490,20,Private,56322,Some-college,10
20511,4491,36,Private,41624,10th,6
9192,4492,36,Private,290560,Some-college,10
20114,4493,52,Private,318975,HS-grad,9
5891,4494,19,Private,121240,HS-grad,9
8919,4495,44,Private,203943,Bachelors,13
21583,4496,19,Private,248749,Some-college,10
24350,4497,43,Private,247162,Assoc-acdm,12
3539,4498,47,Private,357848,HS-grad,9
30171,4499,45,Private,80430,HS-grad,9
26411,4500,60,Private,113440,Bachelors,13
14981,4501,32,Private,193042,Bachelors,13
25267,4502,26,Private,287797,Some-college,10
5702,4503,39,Private,305597,HS-grad,9
29130,4504,17,Private,28031,9th,5
4185,4505,66,Private,102423,Assoc-voc,11
6121,4506,45,Local-gov,236586,Masters,14
15290,4507,32,Private,204742,Bachelors,13
25190,4508,42,Private,255667,Some-college,10
25105,4509,38,Private,320451,Masters,14
26380,4510,35,Self-emp-not-inc,22641,HS-grad,9
7475,4511,38,Private,193026,HS-grad,9
26943,4512,39,Local-gov,180686,Masters,14
28242,4513,23,Private,259496,HS-grad,9
3671,4514,75,Self-emp-not-inc,184335,11th,7
16891,4515,36,Private,33355,Some-college,10
19282,4516,44,Private,155930,Masters,14
31694,4517,58,Private,85767,Some-college,10
1937,4518,35,Private,28160,Bachelors,13
6911,4519,65,Self-emp-not-inc,223580,Some-college,10
3548,4520,38,Self-emp-not-inc,182416,HS-grad,9
3513,4521,37,Private,205339,Some-college,10
14800,4522,50,Private,221791,Assoc-acdm,12
29209,4523,31,Private,210562,HS-grad,9
9561,4524,56,Private,174533,Bachelors,13
18323,4525,49,Self-emp-not-inc,182752,Doctorate,16
14190,4526,69,Private,41419,7th-8th,4
32158,4527,19,Private,127491,HS-grad,9
28874,4528,68,Local-gov,144761,HS-grad,9
9802,4529,40,Private,145178,Some-college,10
22403,4530,60,Self-emp-not-inc,78913,Some-college,10
16624,4531,33,Private,120201,HS-grad,9
14150,4532,69,Self-emp-not-inc,349022,HS-grad,9
10355,4533,47,Federal-gov,227244,Bachelors,13
7534,4534,31,Federal-gov,108464,Assoc-acdm,12
32173,4535,34,Self-emp-inc,154120,Masters,14
1804,4536,41,Private,107306,HS-grad,9
3344,4537,20,Private,195770,Some-college,10
11171,4538,46,Private,54985,HS-grad,9
11554,4539,30,State-gov,361497,Bachelors,13
20239,4540,43,Private,172577,Some-college,10
31365,4541,39,Private,206074,Bachelors,13
19705,4542,41,Self-emp-not-inc,32533,Assoc-voc,11
29811,4543,58,Private,183810,Some-college,10
4271,4544,42,Private,385591,HS-grad,9
31810,4545,35,,35854,Some-college,10
8574,4546,28,Federal-gov,329426,Bachelors,13
26095,4547,41,Private,165798,5th-6th,3
1259,4548,37,State-gov,136137,Some-college,10
22370,4549,49,Private,240869,7th-8th,4
14277,4550,42,Federal-gov,52781,Masters,14
19299,4551,39,Private,258037,Masters,14
6647,4552,21,Federal-gov,169003,12th,8
15416,4553,32,Private,126838,HS-grad,9
8327,4554,43,State-gov,33331,Prof-school,15
17231,4555,58,Local-gov,271795,7th-8th,4
15149,4556,35,Local-gov,230754,Masters,14
25751,4557,38,Local-gov,194630,Bachelors,13
26881,4558,18,Private,199039,12th,8
14441,4559,18,,216508,HS-grad,9
15044,4560,36,Federal-gov,930948,Some-college,10
2253,4561,22,Federal-gov,218445,Some-college,10
18717,4562,26,Private,162302,Some-college,10
25850,4563,45,Local-gov,348172,Bachelors,13
17377,4564,51,Self-emp-not-inc,205100,Masters,14
29622,4565,51,Federal-gov,293196,Some-college,10
15234,4566,23,Private,120773,HS-grad,9
1074,4567,17,Private,220384,11th,7
7926,4568,18,Private,165754,Some-college,10
21830,4569,56,Private,190257,7th-8th,4
14724,4570,31,Private,393357,9th,5
31040,4571,38,Private,239755,11th,7
30765,4572,38,Private,252897,Some-college,10
7198,4573,64,Local-gov,202984,HS-grad,9
16555,4574,48,Self-emp-not-inc,177783,7th-8th,4
23321,4575,23,Private,216181,Some-college,10
1511,4576,30,Self-emp-not-inc,167990,Assoc-voc,11
20965,4577,26,Self-emp-not-inc,109609,Some-college,10
10159,4578,54,Private,98535,Bachelors,13
16176,4579,39,Self-emp-not-inc,202027,Prof-school,15
30624,4580,35,,98389,Some-college,10
10860,4581,38,Private,107302,Some-college,10
25263,4582,40,Private,70761,Assoc-acdm,12
17116,4583,44,Self-emp-not-inc,201742,Bachelors,13
29138,4584,31,Self-emp-not-inc,81030,Doctorate,16
5360,4585,19,Local-gov,169853,HS-grad,9
32294,4586,50,Private,92811,Bachelors,13
12526,4587,46,State-gov,30219,Some-college,10
32221,4588,37,Self-emp-not-inc,162834,HS-grad,9
26402,4589,22,Private,214635,HS-grad,9
21592,4590,41,Private,98061,HS-grad,9
3377,4591,39,Private,89508,Bachelors,13
3152,4592,64,Self-emp-not-inc,150121,Doctorate,16
2308,4593,53,Private,149784,Bachelors,13
31254,4594,36,Private,143123,Prof-school,15
19057,4595,43,Private,114351,HS-grad,9
11542,4596,37,Local-gov,102936,Bachelors,13
6694,4597,36,Private,358373,HS-grad,9
16095,4598,35,Private,283237,HS-grad,9
26262,4599,60,Private,178792,HS-grad,9
7775,4600,36,Self-emp-not-inc,280169,Some-college,10
5453,4601,45,Private,275517,HS-grad,9
26695,4602,34,Self-emp-inc,198613,HS-grad,9
24023,4603,37,Private,73715,Some-college,10
429,4604,47,Local-gov,287480,Masters,14
27370,4605,26,Private,164938,HS-grad,9
5880,4606,28,Private,161607,Some-college,10
12614,4607,36,Private,91275,Some-college,10
31209,4608,35,Private,29145,Assoc-voc,11
28508,4609,35,Private,117381,Bachelors,13
10734,4610,35,Private,112271,Some-college,10
11627,4611,29,Private,253752,10th,6
14865,4612,28,Private,211032,Some-college,10
20906,4613,59,Private,144071,HS-grad,9
20594,4614,18,Private,216730,11th,7
27471,4615,54,Private,186117,Bachelors,13
27153,4616,33,Private,170148,HS-grad,9
30589,4617,35,Private,129573,HS-grad,9
21663,4618,61,Private,95500,HS-grad,9
30707,4619,27,,146651,HS-grad,9
2270,4620,38,Private,105017,HS-grad,9
911,4621,38,Private,278924,Some-college,10
21063,4622,64,State-gov,111795,Bachelors,13
5461,4623,28,Private,375482,Bachelors,13
14084,4624,31,Private,248653,1st-4th,2
19542,4625,45,Private,160724,HS-grad,9
2391,4626,22,Private,189950,Bachelors,13
2036,4627,19,,33487,Some-college,10
16243,4628,58,Self-emp-not-inc,31732,Bachelors,13
15151,4629,27,Federal-gov,196386,Assoc-acdm,12
32541,4630,41,,202822,HS-grad,9
14957,4631,23,Private,141323,Some-college,10
18676,4632,25,Private,146117,Some-college,10
29999,4633,36,Private,348960,HS-grad,9
5430,4634,46,Private,328669,Assoc-voc,11
3927,4635,53,Private,201127,Masters,14
16910,4636,29,Self-emp-inc,241431,Doctorate,16
27364,4637,32,Private,61898,11th,7
3175,4638,36,Private,208358,Prof-school,15
7083,4639,38,Local-gov,185394,Bachelors,13
24847,4640,72,Self-emp-not-inc,285408,Prof-school,15
2997,4641,37,Private,218188,HS-grad,9
16519,4642,26,Local-gov,167261,Bachelors,13
24493,4643,52,Private,400004,Assoc-voc,11
23334,4644,44,Federal-gov,184099,HS-grad,9
10941,4645,53,Private,146378,5th-6th,3
2418,4646,35,Private,136343,HS-grad,9
21704,4647,33,Self-emp-not-inc,327902,HS-grad,9
8898,4648,42,Self-emp-inc,96509,Some-college,10
6632,4649,46,Private,214955,Assoc-acdm,12
16023,4650,33,Private,206280,HS-grad,9
24271,4651,66,Self-emp-not-inc,274451,9th,5
15976,4652,48,Private,28497,HS-grad,9
32404,4653,35,Private,379959,HS-grad,9
29639,4654,23,Private,303121,Some-college,10
10123,4655,47,Private,74305,Bachelors,13
17412,4656,33,,152875,Bachelors,13
25980,4657,50,,257117,9th,5
10505,4658,26,Private,148298,HS-grad,9
25018,4659,39,Private,176101,Bachelors,13
5177,4660,67,Private,197865,Some-college,10
27824,4661,42,Private,274913,HS-grad,9
16438,4662,59,Self-emp-not-inc,140957,Assoc-voc,11
20771,4663,23,Private,210526,HS-grad,9
14282,4664,43,Self-emp-inc,198316,Bachelors,13
4479,4665,39,Federal-gov,65324,Prof-school,15
17902,4666,67,,63552,7th-8th,4
16184,4667,34,Private,135785,Bachelors,13
836,4668,25,Private,499233,HS-grad,9
29501,4669,38,Private,220585,HS-grad,9
22425,4670,26,Private,39014,12th,8
12903,4671,50,Private,209320,Bachelors,13
20272,4672,65,Private,143175,Some-college,10
6281,4673,59,Private,171355,Doctorate,16
21687,4674,56,Local-gov,129762,Some-college,10
15141,4675,33,Self-emp-not-inc,196342,Doctorate,16
19554,4676,30,Private,323069,Bachelors,13
14682,4677,26,Federal-gov,276075,Some-college,10
14191,4678,50,Private,118565,11th,7
27782,4679,41,Private,222504,Prof-school,15
23448,4680,21,Private,206891,7th-8th,4
3461,4681,55,Private,198385,7th-8th,4
22271,4682,56,Self-emp-not-inc,66356,Some-college,10
13942,4683,40,Private,163434,Some-college,10
4412,4684,24,Private,170070,Assoc-acdm,12
786,4685,61,Self-emp-not-inc,36671,HS-grad,9
10475,4686,19,,105460,Some-college,10
25910,4687,66,Self-emp-inc,179951,Bachelors,13
3108,4688,28,Private,119545,Some-college,10
28024,4689,31,Private,236391,Some-college,10
12096,4690,49,Private,169180,7th-8th,4
30349,4691,46,Private,153254,HS-grad,9
12764,4692,31,State-gov,26401,Masters,14
10695,4693,54,Federal-gov,21698,Bachelors,13
8474,4694,52,Self-emp-not-inc,135716,HS-grad,9
12591,4695,56,Private,92444,Some-college,10
302,4696,31,Private,217460,HS-grad,9
20991,4697,47,Private,157901,11th,7
21842,4698,67,Self-emp-not-inc,107138,Some-college,10
9715,4699,24,Private,585203,Bachelors,13
24144,4700,41,Private,159549,Bachelors,13
29708,4701,30,Private,36383,Bachelors,13
31622,4702,61,Self-emp-not-inc,268831,HS-grad,9
12726,4703,25,Private,193820,Masters,14
8484,4704,36,State-gov,116554,Bachelors,13
15602,4705,32,Private,156015,Bachelors,13
14106,4706,17,Private,143331,10th,6
31251,4707,22,State-gov,255575,Assoc-acdm,12
4084,4708,28,Private,407672,Some-college,10
22449,4709,37,Private,202950,HS-grad,9
19293,4710,51,Private,280093,HS-grad,9
11446,4711,54,Self-emp-not-inc,117674,Some-college,10
13619,4712,21,State-gov,48121,Some-college,10
10573,4713,44,State-gov,180609,HS-grad,9
23408,4714,21,State-gov,299153,Some-college,10
14673,4715,52,Local-gov,346668,Masters,14
16899,4716,20,Private,344492,HS-grad,9
16915,4717,30,Local-gov,44566,Bachelors,13
27052,4718,47,Self-emp-not-inc,159869,HS-grad,9
23315,4719,22,,165065,Some-college,10
28458,4720,23,Private,77581,Bachelors,13
16135,4721,21,Private,188073,HS-grad,9
6272,4722,31,Private,137814,Some-college,10
27189,4723,26,Private,176008,HS-grad,9
16800,4724,69,Private,71489,Masters,14
21249,4725,33,Private,220362,Assoc-voc,11
18385,4726,43,Private,180303,Bachelors,13
9230,4727,34,Private,224358,10th,6
9907,4728,68,,117542,HS-grad,9
1949,4729,40,Private,102606,Masters,14
11779,4730,31,Private,164243,Some-college,10
20599,4731,40,Private,285787,Assoc-acdm,12
22053,4732,24,Private,117363,Bachelors,13
21357,4733,41,Federal-gov,36651,Masters,14
14235,4734,48,Private,94342,Bachelors,13
25417,4735,21,,40052,Some-college,10
17187,4736,58,Federal-gov,298643,HS-grad,9
12693,4737,51,State-gov,155594,Some-college,10
30314,4738,59,Self-emp-inc,349910,Assoc-acdm,12
24762,4739,54,Private,231482,Bachelors,13
14469,4740,45,Local-gov,185399,Masters,14
25197,4741,45,Private,118889,Assoc-voc,11
18218,4742,34,,166545,Some-college,10
18504,4743,32,State-gov,200469,Some-college,10
32419,4744,36,Private,66304,Bachelors,13
27311,4745,49,Self-emp-not-inc,168191,7th-8th,4
4565,4746,55,Private,80445,Bachelors,13
15154,4747,32,Private,515629,HS-grad,9
27331,4748,61,,42938,Bachelors,13
27406,4749,31,Local-gov,206609,HS-grad,9
5978,4750,32,Private,153471,HS-grad,9
2867,4751,56,Self-emp-not-inc,385632,7th-8th,4
10844,4752,27,Private,335421,Bachelors,13
4571,4753,34,Private,299635,Masters,14
4814,4754,30,Private,205204,HS-grad,9
6822,4755,32,Self-emp-not-inc,319280,Assoc-acdm,12
12187,4756,60,Private,178050,HS-grad,9
29985,4757,49,Self-emp-not-inc,123598,HS-grad,9
2306,4758,42,Private,37869,Some-college,10
1134,4759,42,,184018,Some-college,10
16857,4760,31,Private,330715,HS-grad,9
19766,4761,20,Private,157595,HS-grad,9
6712,4762,37,Private,76893,HS-grad,9
8971,4763,44,Private,89413,Assoc-voc,11
976,4764,21,Private,255957,Some-college,10
30781,4765,66,,186061,Some-college,10
16462,4766,48,State-gov,212954,Masters,14
28483,4767,32,Private,226267,5th-6th,3
24291,4768,68,Self-emp-not-inc,365020,HS-grad,9
4636,4769,46,Private,34377,Assoc-acdm,12
25317,4770,21,Private,313873,5th-6th,3
15159,4771,54,Private,315804,HS-grad,9
20568,4772,73,Private,336007,Bachelors,13
20213,4773,25,Private,182227,HS-grad,9
8813,4774,47,Private,246396,HS-grad,9
21020,4775,31,Private,219619,HS-grad,9
7820,4776,30,Private,308812,Some-college,10
27633,4777,32,Local-gov,19302,Assoc-acdm,12
2315,4778,58,Private,131608,Some-college,10
30438,4779,58,Private,159378,HS-grad,9
19836,4780,34,Private,154667,HS-grad,9
13121,4781,52,Private,74024,Masters,14
29904,4782,20,Private,66917,11th,7
30408,4783,33,Private,225507,10th,6
1515,4784,44,Private,123983,Bachelors,13
4566,4785,31,Private,379798,Some-college,10
1184,4786,44,Private,167725,HS-grad,9
28749,4787,50,Self-emp-not-inc,99894,5th-6th,3
16431,4788,31,Private,118149,Some-college,10
14954,4789,35,Private,409200,Assoc-acdm,12
26308,4790,55,Self-emp-not-inc,170350,HS-grad,9
30187,4791,33,Private,126223,HS-grad,9
31631,4792,45,Private,331482,Bachelors,13
2310,4793,56,Private,128764,7th-8th,4
31199,4794,28,Self-emp-inc,37088,Bachelors,13
24677,4795,19,Private,410543,HS-grad,9
4750,4796,65,Self-emp-inc,208452,Some-college,10
606,4797,51,Private,410114,Masters,14
20249,4798,80,Private,252466,Assoc-voc,11
27962,4799,23,State-gov,56402,Some-college,10
28332,4800,43,Private,245317,HS-grad,9
4291,4801,32,Private,256609,12th,8
26208,4802,36,Self-emp-not-inc,347491,Doctorate,16
7075,4803,28,,291374,HS-grad,9
4112,4804,38,State-gov,31352,Some-college,10
7493,4805,66,Self-emp-not-inc,291362,Prof-school,15
5414,4806,37,Private,172846,Some-college,10
25826,4807,22,,211013,Some-college,10
27430,4808,34,Self-emp-not-inc,156809,Some-college,10
5768,4809,49,Federal-gov,420282,Some-college,10
8188,4810,43,Private,242488,Some-college,10
30091,4811,26,Private,88449,HS-grad,9
30065,4812,36,Private,245090,Some-college,10
6625,4813,72,Self-emp-inc,473748,Some-college,10
14240,4814,47,Federal-gov,220269,Some-college,10
12974,4815,40,Private,167919,HS-grad,9
3487,4816,44,Private,54507,HS-grad,9
28052,4817,28,Private,67386,HS-grad,9
14453,4818,20,Private,38620,Some-college,10
31281,4819,46,Self-emp-not-inc,225456,HS-grad,9
4645,4820,45,Private,186272,9th,5
2404,4821,54,Private,183611,Some-college,10
4615,4822,20,Private,120601,HS-grad,9
16260,4823,39,Self-emp-not-inc,160120,Doctorate,16
16145,4824,42,Private,313945,Masters,14
31324,4825,37,Private,405284,Bachelors,13
14959,4826,19,Private,82210,HS-grad,9
16681,4827,34,Self-emp-not-inc,276221,10th,6
5489,4828,41,Private,336643,Some-college,10
12953,4829,26,Private,205109,Masters,14
547,4830,35,Local-gov,233327,Some-college,10
16797,4831,37,Self-emp-inc,30529,Bachelors,13
23747,4832,19,Private,35865,Some-college,10
24103,4833,58,Private,212534,HS-grad,9
31571,4834,48,Private,185079,HS-grad,9
114,4835,36,Private,102864,HS-grad,9
19313,4836,35,Local-gov,199674,HS-grad,9
7844,4837,35,Private,107302,Masters,14
10855,4838,48,Local-gov,195949,Some-college,10
25714,4839,34,Private,329587,10th,6
23346,4840,29,Private,144808,Some-college,10
5142,4841,26,Private,192506,Bachelors,13
11943,4842,50,Local-gov,311551,Masters,14
31944,4843,44,Private,144067,Bachelors,13
17287,4844,58,Private,147989,HS-grad,9
21972,4845,70,Private,221603,Some-college,10
8825,4846,47,Self-emp-not-inc,172034,HS-grad,9
9935,4847,22,Private,309178,HS-grad,9
20699,4848,34,Private,153326,Bachelors,13
23928,4849,50,Private,151580,Assoc-acdm,12
17665,4850,57,Self-emp-not-inc,95280,Some-college,10
21781,4851,25,Private,137367,Bachelors,13
31972,4852,43,Self-emp-inc,62026,Prof-school,15
18135,4853,25,Private,66935,Bachelors,13
30315,4854,42,Private,276218,HS-grad,9
4464,4855,73,,132737,10th,6
3191,4856,51,Private,135190,7th-8th,4
8737,4857,46,State-gov,192779,Assoc-acdm,12
16301,4858,33,Private,168981,Masters,14
19328,4859,48,Private,34845,HS-grad,9
14899,4860,35,Local-gov,27763,HS-grad,9
137,4861,27,Private,163127,Assoc-voc,11
22936,4862,46,Private,123598,Bachelors,13
5356,4863,38,Private,204756,HS-grad,9
28974,4864,63,Private,287277,HS-grad,9
27704,4865,34,Private,111415,HS-grad,9
11396,4866,25,Private,231016,Masters,14
23061,4867,45,Private,275995,Bachelors,13
16792,4868,31,Private,187901,Some-college,10
9645,4869,43,Private,262038,5th-6th,3
31133,4870,30,Private,134737,Some-college,10
27024,4871,61,Private,280088,7th-8th,4
7203,4872,40,Self-emp-not-inc,238574,Prof-school,15
31757,4873,34,Private,143582,Some-college,10
13391,4874,54,Private,185407,Some-college,10
18314,4875,57,Private,548256,12th,8
16141,4876,33,Local-gov,222654,Some-college,10
12514,4877,34,Private,120959,Some-college,10
27586,4878,46,Private,353512,HS-grad,9
9626,4879,52,,115209,Prof-school,15
32095,4880,27,Private,126060,Bachelors,13
17570,4881,49,Private,195956,Bachelors,13
534,4882,67,Private,231559,Prof-school,15
9462,4883,26,Private,189590,Some-college,10
10222,4884,18,,137363,Some-college,10
15333,4885,19,Private,225294,HS-grad,9
26302,4886,42,Private,118212,9th,5
23639,4887,56,Local-gov,571017,Some-college,10
7315,4888,26,Private,303973,HS-grad,9
11458,4889,31,Private,112062,Bachelors,13
6999,4890,26,Private,172230,HS-grad,9
6682,4891,33,Private,154227,Assoc-voc,11
19457,4892,53,Private,217568,HS-grad,9
25896,4893,42,Private,54611,Some-college,10
7713,4894,28,Private,50814,HS-grad,9
22142,4895,32,Federal-gov,83413,Bachelors,13
28503,4896,21,,214635,Some-college,10
24989,4897,40,Private,199900,Assoc-acdm,12
16535,4898,26,,131777,Bachelors,13
18722,4899,36,Private,414683,Bachelors,13
11015,4900,35,Private,143058,HS-grad,9
20398,4901,29,Private,253799,12th,8
24080,4902,40,Private,55191,Some-college,10
6760,4903,41,Private,48087,7th-8th,4
2349,4904,25,Federal-gov,207342,Some-college,10
25451,4905,30,Private,176871,Some-college,10
19714,4906,19,Private,109005,Some-college,10
25130,4907,29,Private,95423,HS-grad,9
11919,4908,44,Private,257758,Doctorate,16
18023,4909,63,Local-gov,57674,Masters,14
20947,4910,32,Private,30497,Assoc-voc,11
11974,4911,53,Private,104461,Bachelors,13
9948,4912,41,Self-emp-not-inc,344329,HS-grad,9
24302,4913,66,Self-emp-not-inc,212185,7th-8th,4
9912,4914,31,Private,208657,Some-college,10
18355,4915,43,Private,206833,HS-grad,9
8313,4916,20,Private,172232,HS-grad,9
16638,4917,35,Private,283305,Bachelors,13
25818,4918,45,Local-gov,235431,HS-grad,9
21395,4919,34,Private,212163,Some-college,10
2099,4920,61,Self-emp-not-inc,115023,Masters,14
28251,4921,41,Self-emp-inc,99212,HS-grad,9
13931,4922,46,Self-emp-not-inc,154083,Masters,14
12383,4923,45,Private,199058,Masters,14
10383,4924,33,Private,203488,Some-college,10
249,4925,45,Private,153141,HS-grad,9
31889,4926,38,Private,65390,Assoc-acdm,12
12222,4927,34,Self-emp-not-inc,288486,11th,7
23223,4928,30,Private,281030,Assoc-voc,11
832,4929,26,Private,280093,Some-college,10
398,4930,25,Private,86872,Bachelors,13
6513,4931,29,Private,280344,Bachelors,13
15135,4932,47,Private,341762,HS-grad,9
24454,4933,38,Private,207568,Bachelors,13
19625,4934,17,Private,70868,11th,7
28611,4935,29,Private,151382,Assoc-voc,11
21022,4936,26,Self-emp-not-inc,253899,Bachelors,13
19797,4937,58,Private,111625,Bachelors,13
4798,4938,36,Local-gov,180805,HS-grad,9
5888,4939,64,Local-gov,50442,9th,5
4847,4940,34,Private,253438,Some-college,10
16756,4941,24,Private,216867,10th,6
25062,4942,35,Private,188041,Some-college,10
11238,4943,84,Self-emp-inc,172907,Some-college,10
28190,4944,18,Private,434430,HS-grad,9
20448,4945,24,Private,188300,11th,7
7837,4946,45,Private,106113,Some-college,10
13676,4947,24,Private,137876,HS-grad,9
22364,4948,24,Private,293324,HS-grad,9
24245,4949,32,Local-gov,186784,Bachelors,13
26424,4950,29,Private,106153,HS-grad,9
29201,4951,39,Private,454915,HS-grad,9
4621,4952,18,,191117,11th,7
15745,4953,53,Self-emp-inc,42924,Doctorate,16
29230,4954,60,Private,178312,HS-grad,9
10550,4955,46,Private,139268,Masters,14
26854,4956,32,Self-emp-not-inc,188246,HS-grad,9
13507,4957,34,Private,236543,HS-grad,9
5549,4958,51,Local-gov,33863,Masters,14
28060,4959,25,Private,195201,HS-grad,9
23362,4960,20,Private,306639,Some-college,10
12580,4961,65,Private,170012,Bachelors,13
17738,4962,36,Private,460437,9th,5
759,4963,37,Private,103408,HS-grad,9
11451,4964,27,Private,147951,HS-grad,9
8887,4965,61,Self-emp-not-inc,115882,1st-4th,2
1312,4966,20,,244689,Some-college,10
20119,4967,28,Local-gov,327533,HS-grad,9
7155,4968,52,Private,99736,Masters,14
2510,4969,42,Private,209392,HS-grad,9
19643,4970,50,Private,204447,Masters,14
22820,4971,46,,233014,HS-grad,9
31102,4972,27,Private,363053,9th,5
16842,4973,30,Private,235639,10th,6
17078,4974,24,Private,172496,Bachelors,13
12178,4975,22,Private,106843,10th,6
24269,4976,28,Private,73037,10th,6
10117,4977,20,,173945,11th,7
22543,4978,28,Local-gov,168524,Masters,14
12681,4979,34,Private,152453,12th,8
27374,4980,41,State-gov,73199,Bachelors,13
8113,4981,31,Private,132996,HS-grad,9
23230,4982,48,Federal-gov,100067,Some-college,10
17302,4983,60,Private,132529,HS-grad,9
15644,4984,35,Private,320451,Masters,14
5597,4985,26,Private,262617,HS-grad,9
13074,4986,62,,123612,Bachelors,13
12845,4987,38,Private,161066,HS-grad,9
24882,4988,39,Private,139647,Some-college,10
6500,4989,39,Private,194404,Masters,14
14881,4990,36,Private,174938,Bachelors,13
1553,4991,24,Private,213977,Some-college,10
1334,4992,51,Private,146767,Assoc-voc,11
32000,4993,25,Private,237065,Some-college,10
26024,4994,38,Self-emp-not-inc,34180,Some-college,10
12527,4995,48,Private,167967,HS-grad,9
17621,4996,27,Private,181280,Masters,14
9566,4997,49,Private,200471,11th,7
8068,4998,49,Private,169711,Assoc-voc,11
9295,4999,36,Private,215373,Bachelors,13
29269,5000,31,Local-gov,137537,Bachelors,13
9780,5001,49,Federal-gov,105586,Assoc-voc,11
15058,5002,25,Private,81286,HS-grad,9
16466,5003,52,Federal-gov,312500,Assoc-voc,11
22281,5004,20,,145917,Some-college,10
28074,5005,29,Private,144784,HS-grad,9
32246,5006,32,Self-emp-not-inc,116508,Some-college,10
11945,5007,25,Private,124111,HS-grad,9
21244,5008,52,Local-gov,100226,Bachelors,13
20024,5009,32,Local-gov,186993,HS-grad,9
23853,5010,63,,221592,HS-grad,9
2844,5011,37,Self-emp-inc,186359,HS-grad,9
30892,5012,52,Private,222646,12th,8
22161,5013,42,Private,188808,Bachelors,13
19270,5014,67,Self-emp-inc,73559,HS-grad,9
6745,5015,21,Private,182117,Some-college,10
7887,5016,25,Private,34803,Bachelors,13
15409,5017,62,Private,210142,Assoc-voc,11
9485,5018,33,Private,252168,HS-grad,9
28553,5019,25,Private,154941,Bachelors,13
4147,5020,66,,299616,Some-college,10
24649,5021,37,Private,189251,Doctorate,16
3072,5022,28,,192569,HS-grad,9
21483,5023,28,,127833,HS-grad,9
4490,5024,29,Private,107458,Bachelors,13
13813,5025,31,Private,43819,Bachelors,13
20908,5026,55,Private,342121,Some-college,10
32176,5027,41,Local-gov,160785,HS-grad,9
14141,5028,52,Private,193116,10th,6
8307,5029,29,Private,194864,HS-grad,9
